Id,time
0,0.214372925
1,0.412258886
2,2.717090961
3,0.296770298
4,1.552738844
5,0.328510413
6,1.626060564
7,-0.028332429
8,1.263609036
9,2.61080666
10,2.196794068
11,0.315476976
12,-0.632716107
13,-0.36754113
14,3.45409323
15,0.880375673
16,0.365756215
17,2.441609007
18,1.652377291
19,0.515079131
20,2.67508062
21,-0.844483463
22,2.935346407
23,-0.058628168
24,0.892189073
25,0.135844665
26,4.432646687
27,1.236535588
28,0.652075171
29,1.060079965
30,2.933020946
31,0.47905999
32,3.95453777
33,1.873047871
34,8.020568668
35,-0.45234905
36,2.96172293
37,0.248917375
38,0.705044566
39,2.983975904
40,2.399910766
41,-0.630299559
42,1.188121681
43,-0.216073866
44,0.191503071
45,4.896837687
46,4.362749226
47,1.281257461
48,6.226308378
49,1.881019981
50,1.581638719
51,0.943400196
52,1.516436688
53,2.653537908
54,2.50016047
55,4.262216647
56,0.785875004
57,5.854323153
58,1.345838097
59,0.360707024
60,0.016679616
61,-0.3787994
62,2.936388593
63,0.708486138
64,0.516418443
65,6.040831842
66,-0.274847388
67,-0.439528199
68,0.000963796
69,1.36732627
70,3.407397353
71,1.263395427
72,1.544743713
73,0.213425979
74,2.222247476
75,2.205644318
76,1.122211047
77,1.259102231
78,0.550876216
79,0.691962036
80,-0.055752491
81,1.037647801
82,0.781797636
83,1.474490172
84,0.533963746
85,6.506186076
86,2.711203079
87,0.138084225
88,0.468536071
89,0.061701746
90,0.979495945
91,0.16536864
92,3.598400824
93,1.510033784
94,0.683163792
95,0.4223957
96,5.757237411
97,5.227311321
98,0.239471179
99,0.572487839
