,time
0,0.17431976795196533
1,6.334154438972473
2,3.1401167154312133
3,0.32942075133323667
4,0.6857483863830567
5,0.3930372794469198
6,1.453480052947998
7,0.18497378826141359
8,0.14528120676676431
9,5.1782018661499025
10,5.481919670104981
11,0.5337854862213135
12,1.9684586763381957
13,0.46393213272094724
14,8.839175868034364
15,4.535086178779602
16,0.34985790530840555
17,4.542375659942627
18,3.2508137941360475
19,1.0068803966045379
20,1.795805525779724
21,0.27771477699279784
22,3.4465341329574586
23,0.9446664101547665
24,0.9673209130764008
25,0.3807230591773987
26,7.345594358444214
27,3.818228816986084
28,0.5976231336593628
29,0.8049708018700281
30,3.6419128656387327
31,1.225508213043213
32,1.3683698892593383
33,13.461241436004642
34,9.840913391113281
35,0.7643876910209656
36,5.643671878178916
37,0.2797218004862468
38,0.5679805755615235
39,5.9822355031967165
40,4.599897466387068
41,0.532802677154541
42,3.3282772064208985
43,1.597328507900238
44,0.5299615740776062
45,2.0368363499641418
46,3.5294069925944007
47,1.645866248011589
48,7.381792807579041
49,1.4300369709730147
50,1.003130841255188
51,1.9019628763198853
52,0.8244767665863038
53,5.813163089752197
54,2.259420704841614
55,3.5084570010503136
56,0.6038057525952658
57,5.213185977935791
58,5.236649525165558
59,1.21571524143219
60,1.476956272125244
61,0.24380582571029663
62,5.002713418006897
63,1.3706589698791505
64,0.7287553787231446
65,5.411753177642822
66,0.5124238491058349
67,3.347900557518005
68,0.28434605002403257
69,2.3673479318618775
70,14.507291793823242
71,1.1028696537017821
72,1.6812948991854988
73,0.4571589469909668
74,1.5784176588058472
75,2.101465034484863
76,2.5256826877593994
77,1.3324417799711228
78,0.32830816904703775
79,0.28256244129604763
80,0.3459196488062541
81,6.812599396705627
82,0.3608254909515381
83,1.0559601465861004
84,0.34650487899780275
85,7.325900340080262
86,4.344642877578735
87,0.2841691430409749
88,0.617429542541504
89,0.24463945031166076
90,0.921736701329549
91,0.343814883629481
92,5.424962425231934
93,1.611377239227295
94,1.0761813640594482
95,0.8141521453857422
96,10.885285806655883
97,2.1947471857070924
98,0.3771463394165039
99,2.903356484572093
