,time
0,-0.10582629580054359
1,1.040936572619298
2,2.4180697264933677
3,0.644723084977695
4,1.444665432537331
5,0.2858209152414837
6,1.6054471096839187
7,-0.23108744817946913
8,-0.39885013425933735
9,2.073764900430742
10,2.046392307578426
11,0.2680378907143357
12,0.331078991529548
13,-0.6996065356601413
14,2.662097284442975
15,0.8533243171320599
16,0.10296655908845409
17,1.9216303177764438
18,1.1001250201755646
19,0.554470799463811
20,2.1601034612511647
21,-0.2760489893246678
22,2.3544097549696197
23,0.12231532207269069
24,0.8978720750141882
25,0.1914317972494608
26,3.397440313432039
27,1.2096651208151705
28,0.8860084581471845
29,1.0396141145821183
30,2.262270638305008
31,0.9000429887768995
32,3.035299136135418
33,1.183310754256663
34,4.734745162347817
35,-0.24742841966454776
36,2.0020455983972987
37,0.0984001408578159
38,0.34573155561096414
39,1.8852385691927473
40,2.2353950140016785
41,-0.06778202957517365
42,1.3824278085107515
43,-0.39567412045042616
44,0.33526248030861083
45,3.255287105240054
46,3.0779920916665695
47,1.634806706807776
48,4.519773157371528
49,1.6906602560345299
50,1.506378887371934
51,0.9871573166553524
52,1.2240133415727676
53,2.09734382861458
54,1.9701832839070583
55,2.6558940834651956
56,1.0331623666188214
57,4.027383068676013
58,0.8677751170463033
59,0.3586057636500435
60,0.6037405764576214
61,0.17619107463243822
62,2.60806416818124
63,0.8259383281957433
64,0.35616772466104507
65,4.045351414607435
66,-0.027383404471866157
67,0.08843349343075246
68,0.09059304641865751
69,1.3523014250837058
70,2.4448026158875926
71,1.1349633710652505
72,1.5210414594280017
73,0.1381480344651571
74,1.997936036483079
75,1.8273146037853074
76,1.1444207867251315
77,0.1940245458528942
78,0.550305379182273
79,0.22239617103852183
80,-0.6193421716259628
81,0.7927871223008331
82,0.6393961953463894
83,1.6579755879141338
84,0.31748734828326164
85,4.230965930282505
86,2.2595147579679313
87,0.13010325499370978
88,0.6198205694602983
89,-0.3217669532613492
90,0.9898948062770749
91,0.06647477821749348
92,2.796626943373976
93,1.2836287577124175
94,0.3748929556968186
95,0.2978729808615661
96,3.9184791419409883
97,3.5822678608172644
98,0.12429030540405606
99,0.08408804109191337
